TRACTCE,date_Opened,docket_number,problem code,Process Type,Type of Eviction,Result,Is Section 8 Client?,Other subsidized housing?,Originally a no-cause case?,language,gender,race,marital,veteran_household,disabled,disabled person in household,female-headed household?,seniors in household?,occupation,poverty,income,income1,adults,children,number of persons in household,client_age,ageRange,main benefit,city,zip,special problem code 2,special problem code 3,
610203,9/28/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,0.00,0,Other/Unknown,1,0,1,38,Adult,,Redwood City,94061,,,
610302,11/9/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Black/African American,D,No,No,Unknown,Unknown,Unknown,Not Employed,0.00,0,Other/Unknown,1,0,1,59,Adult,,Redwood City,94063,,,
610302,11/9/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,White,Unknown,No,No,Unknown,Unknown,Unknown,Not Employed,92.39,10320,State Disability Insurance (SDI),1,0,1,59,Adult,,Redwood City,94063,,,
610303,8/31/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,122.34,14400,Employment or Self-Employment,1,0,1,35,Adult,,Redwood City,94065,,,
610303,10/26/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,White,D,No,No,Unknown,Unknown,Unknown,Not Employed,0.00,0,Other/Unknown,2,1,3,53,Adult,,Redwood City,94065,,,
610304,10/15/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,White,DP,No,Yes,Yes,Unknown,Unknown,Not Employed,230.01,34800,Employment or Self-Employment,2,Unknown,2,56,Adult,,Redwood City,94065,,,
610400,7/27/2012,CLJ206367,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,M,White,Unknown,Unknown,No,Unknown,Unknown,Unknown,Employed,305.86,36000,Employment or Self-Employment,1,0,1,52,Adult,602 Extended time in home before eviction,Redwood City,94063,,,
610400,10/5/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,44.02,18000,Employment or Self-Employment,5,6,11,46,Adult,602 Extended time in home before eviction,Redwood City,94063,,,
610400,8/17/2012,CLJ206437,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Spanish,M,Hispanic & Other,P,No,No,Unknown,Unknown,Unknown,Employed,102.31,15480,Employment or Self-Employment,2,0,2,56,Adult,610 UD-settlement move out,Redwood City,94063,,,
610400,10/30/2012,CLJ206815,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Spanish,F,Hispanic & White,S,Unknown,No,Unknown,Yes,Unknown,Employed,92.58,18600,Employment or Self-Employment,1,2,3,43,Adult,610 UD-settlement move out,Redwood City,94063,,,
610400,10/29/2012,CLJ206888,6989 Facing Eviction (legacy code),Unknown,Unknown,Pay and stay,Unknown,Unknown,,Spanish,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,111.07,30000,Employment or Self-Employment,2,3,5,40,Adult,611 UD-settlement pay&stay,Redwood City,94063,,,
610400,8/20/2012,CLJ206555,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,American Indian/Alaska Native,D,Unknown,No,Unknown,Unknown,Unknown,Employed,107.55,21606,Employment or Self-Employment,2,1,3,47,Adult,616 Other favorable outcome,Redwood City,94063,,,
610400,7/17/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,White,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Employed,30.59,3600,Employment or Self-Employment,1,0,1,35,Adult,,Redwood City,94063,,,
610400,7/27/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,D,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,26.31,8568,Welfare (CAL Works),3,3,6,45,Adult,,Redwood City,94063,,,
610400,8/3/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Not Employed,87.42,13926,Social Security Benefits (All Types),2,0,2,61,Senior (60+),,Redwood City,94063,,,
610400,8/24/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,Unknown,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,75.33,12000,Other/Unknown,2,0,2,Unknown,Unknown,,Redwood City,94063,,,
610400,9/7/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Black/African American,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,61.17,7200,SSI,1,0,1,Unknown,Unknown,,Redwood City,94063,6990 Other housing,,
610400,10/12/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,73.24,17760,Employment or Self-Employment,3,1,4,43,Adult,,Redwood City,94063,,,
610500,9/28/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,M,Hispanic & White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,33.12,10788,SSI,6,0,6,43,Adult,602 Extended time in home before eviction,Redwood City,94063,,,
610500,8/10/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,80.43,19504,Employment or Self-Employment,3,1,4,25,Adult,,Redwood City,94063,,,
610500,8/10/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,44.54,10800,Employment or Self-Employment,2,2,4,28,Adult,,Redwood City,94063,6790 FC Other issues,,
610500,10/12/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,S,No,No,Unknown,Unknown,Unknown,Employed,91.99,21204,Employment or Self-Employment,2,2,4,29,Adult,,Redwood City,94063,,,
610500,11/2/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,P,No,No,Unknown,Unknown,Unknown,Unknown,15.86,2400,Employment or Self-Employment,1,1,2,53,Adult,,Redwood City,94063,,,
610500,11/5/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Black/African American,S,No,No,Unknown,Unknown,Yes,Employed,214.86,24000,Employment or Self-Employment,1,Unknown,1,61,Senior (60+),,Redwood City,94061,,,
610601,8/27/2012,CLJ206497,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Spanish,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Could Not Determine,79.18,19200,Spouse/Partner's Income,2,2,4,41,Adult,602 Extended time in home before eviction,Redwood City,94063,,,
610601,11/20/2012,CLJ207003,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Spanish,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,100.58,19200,Employment or Self-Employment,2,1,3,26,Adult,610 UD-settlement move out,Menlo Park,94025,,,
610601,7/6/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,S,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,48.57,13800,Employment or Self-Employment,3,2,5,39,Adult,,Redwood City,94063,,,
610601,7/23/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Unknown,S,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,83.62,16800,Employment or Self-Employment,3,0,3,48,Adult,,Redwood City,94063,,,
610601,7/27/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,Unknown,Hispanic & White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,142.74,16800,Employment or Self-Employment,1,0,1,48,Adult,,Redwood City,94063,,,
610601,8/8/2012,,6989 Facing Eviction (legacy code),Notice,Cause - N/P,,Unknown,Unknown,Yes,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,No,Yes,No,Employed,71.85,23400,Employment or Self-Employment,2,4,6,36,Adult,,Redwood City,94063,,,
610601,8/17/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Could Not Determine,122.34,14400,Other/Unknown,1,0,1,Unknown,Unknown,,Redwood City,94063,,,
610601,9/10/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,69.28,16800,Employment or Self-Employment,2,2,4,30,Adult,,Redwood City,94063,6990 Other housing,,
610601,9/21/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,86.13,20886,Employment or Self-Employment,3,1,4,43,Adult,,Redwood City,94063,,,
610601,9/25/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Native Hawaiian/Pacific Islander: Other Pacific Islander,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Could Not Determine,0.00,0,Other/Unknown,4,3,7,Unknown,Unknown,,Redwood City,94063,,,
610601,9/28/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Not Employed,42.20,11988,Child/Spousal Support,1,4,5,37,Adult,,Redwood City,94063,,,
610601,10/19/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,M,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,98.23,23820,Employment or Self-Employment,3,1,4,46,Adult,,Redwood City,94063,,,
610601,10/22/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,White,W,No,No,Unknown,Unknown,Unknown,Not Employed,44.34,11976,SSI,3,2,5,55,Adult,,Redwood City,94063,,,
610601,10/26/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,No,No,Unknown,Unknown,Unknown,Employed,171.89,19200,Employment or Self-Employment,1,Unknown,1,Unknown,Unknown,,Redwood City,94063,,,
610601,11/16/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,S,No,No,Unknown,Yes,Unknown,Employed,268.58,30000,Employment or Self-Employment,1,0,1,34,Adult,,Redwood City,94063,,,
610601,11/16/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,S,No,No,Unknown,Yes,Unknown,Employed,12.66,5424,Employment or Self-Employment,1,8,9,40,Adult,,Redwood City,94063,,,
610700,9/24/2012,CLJ206659,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,M,White,M,No,No,Unknown,Unknown,Unknown,Not Employed,62.67,20410,Spouse/Partner's Income,2,4,6,40,Adult,602 Extended time in home before eviction,Redwood City,94063,,,
610700,7/27/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,66.34,16088,Employment or Self-Employment,2,2,4,29,Adult,,Redwood City,94061,,,
610700,8/3/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,White,D,Unknown,Unknown,Unknown,Yes,Unknown,Employed,238.90,47996,Employment or Self-Employment,1,2,3,34,Adult,,Redwood City,94061,,,
610700,9/10/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,105.60,30000,Employment or Self-Employment,4,1,5,54,Adult,,Redwood City,94061,6990 Other housing,,
610700,11/26/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Asian: Filipino,M,No,Yes,Yes,Unknown,Unknown,Employed,126.90,19200,Employment or Self-Employment,2,0,2,57,Adult,,Redwood City,94061,,,
610700,11/30/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,S,No,No,Unknown,Unknown,Unknown,Employed,69.74,21600,Other/Unknown,3,3,6,49,Adult,,Redwood City,94063,,,
610800,10/1/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,M,Black/African American,Unknown,No,No,Unknown,Unknown,Unknown,Not Employed,40.51,4768,General Assistance,1,0,1,54,Adult,610 UD-settlement move out,Redwood City,94061,,,
610800,7/20/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Self-Employed,123.71,30000,Employment or Self-Employment,3,1,4,40,Adult,,Redwood City,94061,,,
610800,7/20/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Hispanic & White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,70.96,20160,Spouse/Partner's Income,3,2,5,49,Adult,,Redwood City,94061,,,
610800,8/3/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,84.48,24000,Employment or Self-Employment,2,3,5,47,Adult,,Redwood City,94061,,,
610800,8/6/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Black/African American,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Employed,37.99,7632,Welfare (CAL Works),1,2,3,29,Adult,,Redwood City,94061,,,
610800,8/17/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,203.91,24000,Employment or Self-Employment,1,0,1,47,Adult,,Redwood City,94061,,,
610800,10/1/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,88.68,25194,Employment or Self-Employment,2,3,5,32,Adult,,Redwood City,94061,,,
610900,7/27/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,M,White,S,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,89.07,21600,Other/Unknown,2,2,4,39,Adult,602 Extended time in home before eviction,Redwood City,94063,,,
610900,11/16/2012,CLJ206975,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,F,White,D,No,No,Unknown,Unknown,Yes,Retired,45.21,14001,Social Security Benefits (All Types),6,Unknown,6,72,Senior (60+),602 Extended time in home before eviction,Redwood City,94061,,,
610900,12/3/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Spanish,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Not Employed,150.86,28800,Employment or Self-Employment,3,0,3,38,Adult,602 Extended time in home before eviction,Redwood City,94061,,,
610900,12/3/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Spanish,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,156.18,36000,Employment or Self-Employment,2,2,4,40,Adult,602 Extended time in home before eviction,Redwood City,94061,,,
610900,7/9/2012,CLJ206235,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & Other,S,Unknown,No,Unknown,Unknown,Unknown,Employed,143.33,28796,Employment or Self-Employment,2,1,3,40,Adult,606 UD-lost at trial,Redwood City,94062,,,
610900,8/24/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Spanish,M,Unknown,M,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,38.01,10800,Employment or Self-Employment,5,0,5,54,Adult,610 UD-settlement move out,Redwood City,94062,,,
610900,12/7/2012,CLJ207114,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,M,Hispanic & Other,DP,No,No,Unknown,Unknown,Unknown,Employed,100.58,19200,Employment or Self-Employment,2,1,3,24,Adult,610 UD-settlement move out,Redwood City,94063,,,
610900,7/20/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,98.97,24000,Employment or Self-Employment,2,2,4,37,Adult,,Redwood City,94061,6790 FC Other issues,,
610900,8/10/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,0.00,0,Other/Unknown,1,0,1,54,Adult,,Redwood City,94064,,,
610900,8/20/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,84.74,27600,Employment or Self-Employment,2,4,6,36,Adult,,Redwood City,94063,,,
610900,8/24/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Asian: Filipino,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Employed,109.82,31200,Employment or Self-Employment,4,1,5,67,Senior (60+),,Redwood City,94062,,,
610900,8/27/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Could Not Determine,0.00,0,Other/Unknown,9,2,11,19,Adult,,Redwood City,94062,,,
610900,9/24/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,No,Unknown,Unknown,Unknown,Employed,57.13,18606,Employment or Self-Employment,4,2,6,34,Adult,,Redwood City,94061,,,
610900,11/30/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,S,No,No,Unknown,Unknown,Unknown,Not Employed,132.01,25200,Employment or Self-Employment,2,1,3,40,Adult,,Redwood City,94061,,,
610900,12/3/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,DP,No,No,Unknown,Unknown,Unknown,Employed,130.15,30000,Employment or Self-Employment,2,2,4,30,Adult,,Redwood City,94062,,,
611000,11/5/2012,CLJ206895,6989 Facing Eviction (legacy code),Unknown,Unknown,Pay and stay,Unknown,Unknown,,English,M,White,Unknown,No,Yes,Yes,Unknown,Unknown,Employed,429.72,48000,Employment or Self-Employment,1,Unknown,1,49,Adult,611 UD-settlement pay&stay,Redwood City,94061,,,
611000,7/27/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,White,Unknown,Unknown,No,Unknown,Unknown,Unknown,Employed,203.91,24000,Employment or Self-Employment,1,0,1,46,Adult,,Redwood City,94062,6790 FC Other issues,,
611000,8/17/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Black/African American,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Could Not Determine,0.00,0,Other/Unknown,1,0,1,46,Adult,,Redwood City,94061,,,
611000,8/24/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Not Employed,42.44,6760,SSI,1,1,2,40,Adult,,Redwood City,94061,,,
611100,10/29/2012,CLJ206707,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,M,Black/African American & White,P,No,No,Unknown,Unknown,Unknown,Not Employed,0.00,0,Other/Unknown,2,Unknown,2,33,Adult,602 Extended time in home before eviction,Redwood City,94061,,,
611200,7/27/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,M,White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,1631.27,192000,Employment or Self-Employment,1,0,1,59,Adult,610 UD-settlement move out,Redwood City,94061,,,
611300,11/2/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Spanish,M,Hispanic & Other,M,Unknown,No,Unknown,Unknown,Unknown,Not Employed,58.95,19200,Unemployment Insurance (UIB),4,2,6,57,Adult,602 Extended time in home before eviction,Redwood City,94061,,,
611300,10/12/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Hispanic & Other,M,Unknown,Yes,Yes,Unknown,Unknown,Employed,109.82,31200,Employment or Self-Employment,5,0,5,40,Adult,,Redwood City,94061,,,
611300,10/12/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,White,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Not Employed,182.91,21528,Social Security Benefits (All Types),1,0,1,73,Senior (60+),,Redwood City,94061,,,
611700,8/17/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,F,Black/African American,Unknown,No,Unknown,Unknown,Yes,Unknown,Not Employed,0.00,0,Other/Unknown,1,0,1,20,Adult,602 Extended time in home before eviction,Menlo Park,94025,,,
611800,8/3/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Native Hawaiian/Pacific Islander: Other Pacific Islander,Unknown,No,No,Unknown,Unknown,Unknown,Employed,107.52,21600,Employment or Self-Employment,2,1,3,24,Adult,601 Educated clients on rights,East Palo Alto,94303,,,
